"","ensembl_gene_id","chromosome_name","spin","spin_start","spin_end","hgnc_symbol","tpm_resting","tpm_activated"
"61","ENSG00000067900","chr18","Near_Lm1",18679962,18779961,"ROCK1",13777.3173917254,15358.9845317017
"62","ENSG00000069020","chr5","Near_Lm1",65795829,65895828,"MAST4",2597.82761778636,2096.99525648376
"63","ENSG00000069020","chr5","Near_Lm1",65895829,65995828,"MAST4",2597.82761778636,2096.99525648376
"64","ENSG00000069020","chr5","Near_Lm1",65995829,66095828,"MAST4",2597.82761778636,2096.99525648376
"65","ENSG00000069020","chr5","Near_Lm1",66095829,66195828,"MAST4",2597.82761778636,2096.99525648376
"66","ENSG00000069020","chr5","Near_Lm1",66195829,66295828,"MAST4",2597.82761778636,2096.99525648376
"67","ENSG00000069020","chr5","Near_Lm1",66295829,66395828,"MAST4",2597.82761778636,2096.99525648376
"68","ENSG00000069020","chr5","Near_Lm1",66395829,66495828,"MAST4",2597.82761778636,2096.99525648376
"69","ENSG00000069122","chr6","Near_Lm2",46767738,46867737,"GPR116",0,0
"70","ENSG00000069122","chr6","Near_Lm2",46867738,46967737,"GPR116",0,0
"71","ENSG00000070019","chr12","Interior_Act3",14752935,14852934,"GUCY2C",1.5698699448138,3.33438639231142
"72","ENSG00000070087","chr3","Interior_Act3",149617788,149717787,"PFN2",2561.11796914784,503.114690220892
"73","ENSG00000070087","chr3","Interior_Act3",149717788,149817787,"PFN2",2561.11796914784,503.114690220892
"74","ENSG00000070193","chr5","Lamina",44300103,44400102,"FGF10",0,0
"75","ENSG00000071205","chr4","Near_Lm2",148621152,148721151,"ARHGAP10",592.871728635835,1200.79145432833
"76","ENSG00000071205","chr4","Near_Lm2",148721152,148821151,"ARHGAP10",592.871728635835,1200.79145432833
"77","ENSG00000071205","chr4","Near_Lm2",148821152,148921151,"ARHGAP10",592.871728635835,1200.79145432833
"78","ENSG00000071205","chr4","Near_Lm2",148921152,149021151,"ARHGAP10",592.871728635835,1200.79145432833
"79","ENSG00000071794","chr3","Near_Lm2",148717788,148817787,"HLTF",7605.45882752687,7170.02116410162
"80","ENSG00000074706","chr6","Near_Lm2",154421136,154490087,"IPCEF1",10855.9931917127,2573.0644451108
"81","ENSG00000074706","chr6","Near_Lm2",154521135,154621134,"IPCEF1",10855.9931917127,2573.0644451108
"82","ENSG00000074706","chr6","Near_Lm2",154621135,154721134,"IPCEF1",10855.9931917127,2573.0644451108
"83","ENSG00000075391","chr1","Near_Lm2",177969136,178069135,"RASAL2",12.1406768558699,17.1179688679543
"84","ENSG00000075391","chr1","Near_Lm2",178069136,178169135,"RASAL2",12.1406768558699,17.1179688679543
"85","ENSG00000075391","chr1","Lamina",178169136,178269135,"RASAL2",12.1406768558699,17.1179688679543
"86","ENSG00000075391","chr1","Near_Lm2",178269136,178369135,"RASAL2",12.1406768558699,17.1179688679543
"87","ENSG00000075391","chr1","Near_Lm2",178369136,178469135,"RASAL2",12.1406768558699,17.1179688679543
"88","ENSG00000075420","chr3","Interior_Act3",171717791,171817790,"FNDC3B",1144.60721129464,1114.0144334809
"89","ENSG00000075420","chr3","Interior_Act3",171817791,171917790,"FNDC3B",1144.60721129464,1114.0144334809
"90","ENSG00000075420","chr3","Interior_Act3",171917791,172017790,"FNDC3B",1144.60721129464,1114.0144334809
"91","ENSG00000075420","chr3","Interior_Act3",172017791,172117790,"FNDC3B",1144.60721129464,1114.0144334809
"92","ENSG00000075420","chr3","Interior_Act3",172117791,172217790,"FNDC3B",1144.60721129464,1114.0144334809
"93","ENSG00000076641","chr8","Near_Lm2",81812236,81912235,"PAG1",25962.8067296191,9414.82250178423
"94","ENSG00000076641","chr8","Near_Lm2",81912236,82012235,"PAG1",25962.8067296191,9414.82250178423
"95","ENSG00000076641","chr8","Near_Lm2",82012236,82112235,"PAG1",25962.8067296191,9414.82250178423
"96","ENSG00000076716","chrX","Near_Lm1",132434029,132534028,"GPC4",1.88879716104763,6.02165799702159
"97","ENSG00000076716","chrX","Near_Lm1",132534029,132634028,"GPC4",1.88879716104763,6.02165799702159
"98","ENSG00000077943","chr10","Interior_Repr2",15542000,15641999,"ITGA8",1.26881605252629,0
"99","ENSG00000077943","chr10","Interior_Repr2",15642000,15741999,"ITGA8",1.26881605252629,0
"100","ENSG00000077943","chr10","Near_Lm1",15742000,15841999,"ITGA8",1.26881605252629,0
"101","ENSG00000078295","chr5","Near_Lm2",7300114,7400113,"ADCY2",0.73567791948258,0
"102","ENSG00000078295","chr5","Near_Lm2",7400114,7500113,"ADCY2",0.73567791948258,0
"103","ENSG00000078295","chr5","Near_Lm2",7500114,7600113,"ADCY2",0.73567791948258,0
"104","ENSG00000078295","chr5","Near_Lm2",7600114,7700113,"ADCY2",0.73567791948258,0
"105","ENSG00000078295","chr5","Near_Lm2",7700114,7800113,"ADCY2",0.73567791948258,0
"106","ENSG00000078295","chr5","Near_Lm2",7800114,7900113,"ADCY2",0.73567791948258,0
"107","ENSG00000079215","chr5","Near_Lm1",36600103,36700102,"SLC1A3",54.3641063915926,55.288866638973
"108","ENSG00000079482","chrX","Near_Lm2",67219843,67319842,"OPHN1",15.8554502629612,11.8009720953195
"109","ENSG00000079482","chrX","Near_Lm2",67319843,67419842,"OPHN1",15.8554502629612,11.8009720953195
"110","ENSG00000079482","chrX","Near_Lm2",67419843,67519842,"OPHN1",15.8554502629612,11.8009720953195
"111","ENSG00000079482","chrX","Interior_Act3",67519843,67619842,"OPHN1",15.8554502629612,11.8009720953195
"112","ENSG00000079482","chrX","Interior_Act1",67619843,67719842,"OPHN1",15.8554502629612,11.8009720953195
"113","ENSG00000079689","chr6","Near_Lm1",25600229,25700228,"SCGN",0,0
"114","ENSG00000079689","chr6","Near_Lm1",25700229,25800228,"SCGN",0,0
"115","ENSG00000081307","chr3","Near_Lm1",132318845,132418844,"UBA5",3799.30560841366,6913.74313685918
"116","ENSG00000081479","chr2","Interior_Act3",169956511,170056510,"LRP2",0.587432179791998,6.62527218426979
"117","ENSG00000081479","chr2","Interior_Act3",170056511,170156510,"LRP2",0.587432179791998,6.62527218426979
"118","ENSG00000081479","chr2","NAN",170105393,170105690,"LRP2",0.587432179791998,6.62527218426979
"119","ENSG00000081479","chr2","NAN",170110122,170110398,"LRP2",0.587432179791998,6.62527218426979
"120","ENSG00000081479","chr2","Interior_Act3",170156511,170256510,"LRP2",0.587432179791998,6.62527218426979
"121","ENSG00000081853","chr5","Interior_Repr1",140681653,140779567,"PCDHGA2",6.27049031238667,0
"122","ENSG00000081853","chr5","Interior_Act1",140779568,140879567,"PCDHGA2",6.27049031238667,0
"123","ENSG00000081853","chr5","Interior_Act2",140879568,140979567,"PCDHGA2",6.27049031238667,0
"124","ENSG00000081913","chr18","Interior_Act3",60367234,60467233,"PHLPP1",826.416981542084,906.100418578161
"125","ENSG00000081913","chr18","Near_Lm1",60467234,60567233,"PHLPP1",826.416981542084,906.100418578161
"126","ENSG00000081913","chr18","Near_Lm1",60567234,60667233,"PHLPP1",826.416981542084,906.100418578161
"127","ENSG00000081923","chr18","Interior_Repr2",55267233,55367232,"ATP8B1",800.88021843962,97.5650446280194
"128","ENSG00000081923","chr18","Interior_Act2",55367233,55467232,"ATP8B1",800.88021843962,97.5650446280194
"129","ENSG00000081923","chr18","Interior_Act2",55467233,55567232,"ATP8B1",800.88021843962,97.5650446280194
"130","ENSG00000082146","chr2","Interior_Repr2",202164724,202264723,"STRADB",2462.33270930014,3964.50757581779
"131","ENSG00000082146","chr2","Interior_Repr2",202264724,202364723,"STRADB",2462.33270930014,3964.50757581779
"132","ENSG00000082269","chr6","Interior_Act3",71109704,71209703,"FAM135A",1688.50206283437,1189.70429779861
"133","ENSG00000082269","chr6","Interior_Act3",71209704,71309703,"FAM135A",1688.50206283437,1189.70429779861
"134","ENSG00000082293","chr6","Near_Lm2",70509893,70609892,"COL19A1",149.529690972184,17.3351928132978
"135","ENSG00000082293","chr6","Near_Lm2",70609893,70709892,"COL19A1",149.529690972184,17.3351928132978
"136","ENSG00000082293","chr6","Near_Lm2",70709893,70809892,"COL19A1",149.529690972184,17.3351928132978
"137","ENSG00000082293","chr6","Near_Lm2",70809893,70897300,"COL19A1",149.529690972184,17.3351928132978
"138","ENSG00000082293","chr6","Near_Lm2",70917560,71009703,"COL19A1",149.529690972184,17.3351928132978
"139","ENSG00000083535","chr13","Near_Lm2",73274139,73374138,"PIBF1",9976.36348767919,6611.87909637175
"140","ENSG00000083535","chr13","Interior_Act3",73374139,73474138,"PIBF1",9976.36348767919,6611.87909637175
"141","ENSG00000083535","chr13","Interior_Act3",73474139,73574138,"PIBF1",9976.36348767919,6611.87909637175
"142","ENSG00000083535","chr13","Interior_Act3",73574139,73674138,"PIBF1",9976.36348767919,6611.87909637175
"143","ENSG00000086288","chr7","Near_Lm2",37839603,37939602,"NME8",105.95167087559,0
"144","ENSG00000086288","chr7","Near_Lm2",37939603,38039602,"NME8",105.95167087559,0
"145","ENSG00000086289","chr7","Near_Lm2",37639604,37725423,"EPDR1",119.832184011779,588.235183105898
"146","ENSG00000086289","chr7","Near_Lm2",37739603,37839602,"EPDR1",119.832184011779,588.235183105898
"147","ENSG00000086289","chr7","Near_Lm2",37839603,37939602,"EPDR1",119.832184011779,588.235183105898
"148","ENSG00000086289","chr7","Near_Lm2",37939603,38039602,"EPDR1",119.832184011779,588.235183105898
"149","ENSG00000087053","chr11","Interior_Act3",95533165,95633164,"MTMR2",2853.6046660112,9648.4231308254
"150","ENSG00000087053","chr11","Interior_Act3",95633165,95733164,"MTMR2",2853.6046660112,9648.4231308254
"151","ENSG00000088538","chr3","Speckle",50637432,50737431,"DOCK3",470.532705975173,316.872922763425
"152","ENSG00000088538","chr3","Speckle",50737432,50837431,"DOCK3",470.532705975173,316.872922763425
"153","ENSG00000088538","chr3","Interior_Repr1",50837432,50937431,"DOCK3",470.532705975173,316.872922763425
"154","ENSG00000088538","chr3","Interior_Repr1",50937432,51037431,"DOCK3",470.532705975173,316.872922763425
"155","ENSG00000088538","chr3","Interior_Repr1",51037432,51137431,"DOCK3",470.532705975173,316.872922763425
"156","ENSG00000088538","chr3","Interior_Repr1",51137432,51237431,"DOCK3",470.532705975173,316.872922763425
"157","ENSG00000088538","chr3","Interior_Repr1",51237432,51337431,"DOCK3",470.532705975173,316.872922763425
"158","ENSG00000088538","chr3","Interior_Repr1",51337432,51437431,"DOCK3",470.532705975173,316.872922763425
"159","ENSG00000090615","chr12","Speckle",133276587,133376586,"GOLGA3",11905.4226832432,16007.2537678619
"160","ENSG00000090615","chr12","Speckle",133376587,133476586,"GOLGA3",11905.4226832432,16007.2537678619
"161","ENSG00000090989","chr4","Interior_Act3",56666167,56766166,"EXOC1",11191.5513449744,9264.42397888963
"162","ENSG00000090989","chr4","Interior_Act3",56766167,56866166,"EXOC1",11191.5513449744,9264.42397888963
"163","ENSG00000091129","chr7","Interior_Act3",107740446,107819672,"NRCAM",968.749196705962,24.5250864545526
"164","ENSG00000091129","chr7","Interior_Act3",107840445,107940444,"NRCAM",968.749196705962,24.5250864545526
"165","ENSG00000091129","chr7","Interior_Act3",107940445,108040444,"NRCAM",968.749196705962,24.5250864545526
"166","ENSG00000091129","chr7","Interior_Act3",108040445,108140444,"NRCAM",968.749196705962,24.5250864545526
"167","ENSG00000091181","chr3","Near_Lm2",3041685,3141684,"IL5RA",171.490711457636,86.4501617317441
"168","ENSG00000091181","chr3","Near_Lm2",3141685,3241684,"IL5RA",171.490711457636,86.4501617317441
"169","ENSG00000092108","chr14","Interior_Act3",31075875,31169206,"SCFD1",5228.68762078177,7247.56251702794
"170","ENSG00000092108","chr14","Interior_Act3",31169207,31269206,"SCFD1",5228.68762078177,7247.56251702794
"171","ENSG00000092978","chr1","Lamina",217573343,217673342,"GPATCH2",2094.99673175146,2020.87892388659
"172","ENSG00000092978","chr1","Lamina",217673343,217773342,"GPATCH2",2094.99673175146,2020.87892388659
"173","ENSG00000092978","chr1","Lamina",217773343,217873342,"GPATCH2",2094.99673175146,2020.87892388659
"174","ENSG00000094963","chr1","Near_Lm2",171097443,171169139,"FMO2",1.53095804510625,0
"175","ENSG00000094963","chr1","Near_Lm2",171169140,171269139,"FMO2",1.53095804510625,0
"176","ENSG00000099139","chr9","Near_Lm2",78414917,78514916,"PCSK5",1190.32850863379,185.915101922605
"177","ENSG00000099139","chr9","Near_Lm2",78514917,78614916,"PCSK5",1190.32850863379,185.915101922605
"178","ENSG00000099139","chr9","Near_Lm2",78614917,78714916,"PCSK5",1190.32850863379,185.915101922605
"179","ENSG00000099139","chr9","Near_Lm2",78714917,78814916,"PCSK5",1190.32850863379,185.915101922605
"180","ENSG00000099139","chr9","Near_Lm2",78814917,78914916,"PCSK5",1190.32850863379,185.915101922605
"181","ENSG00000099139","chr9","Near_Lm2",78914917,79014916,"PCSK5",1190.32850863379,185.915101922605
"182","ENSG00000099256","chr10","Interior_Act3",25088930,25188929,"PRTFDC1",358.609426446703,107.453427169521
"183","ENSG00000099256","chr10","Interior_Act3",25188930,25288929,"PRTFDC1",358.609426446703,107.453427169521
"184","ENSG00000100505","chr14","Interior_Act3",51366719,51466718,"TRIM9",99.2018832441214,123.236498318308
"185","ENSG00000100505","chr14","Interior_Act3",51466719,51566718,"TRIM9",99.2018832441214,123.236498318308
"186","ENSG00000101542","chr18","Lamina",58967234,59067233,"CDH20",79.595966754191,45.5608339982836
"187","ENSG00000101542","chr18","Near_Lm2",59067234,59167233,"CDH20",79.595966754191,45.5608339982836
"188","ENSG00000101542","chr18","Near_Lm2",59167234,59267233,"CDH20",79.595966754191,45.5608339982836
"189","ENSG00000101746","chr18","Lamina",31379965,31479964,"NOL4",0,0
"190","ENSG00000101746","chr18","Lamina",31479965,31579964,"NOL4",0,0
"191","ENSG00000101746","chr18","Lamina",31579965,31679964,"NOL4",0,0
"192","ENSG00000101746","chr18","Lamina",31679965,31779964,"NOL4",0,0
"193","ENSG00000101746","chr18","Lamina",31779965,31879964,"NOL4",0,0
"194","ENSG00000101844","chrX","Interior_Act3",107243231,107343230,"ATG4A",2871.61571075528,4766.41557719949
"195","ENSG00000101844","chrX","Near_Lm2",107343231,107443230,"ATG4A",2871.61571075528,4766.41557719949
"196","ENSG00000101911","chrX","Near_Lm2",12718120,12818119,"PRPS2",8154.2423309946,38768.7441314545
"197","ENSG00000101911","chrX","Interior_Act3",12818120,12918119,"PRPS2",8154.2423309946,38768.7441314545
"198","ENSG00000102445","chr13","Interior_Act3",46874136,46974135,"KIAA0226L",294.871775520905,103.578829614407
"199","ENSG00000102445","chr13","Interior_Act3",46974136,47074135,"KIAA0226L",294.871775520905,103.578829614407
"200","ENSG00000102580","chr13","Interior_Act3",96252255,96352254,"DNAJC3",10225.3990496027,14710.8645543613
"201","ENSG00000102580","chr13","Interior_Act3",96352255,96452254,"DNAJC3",10225.3990496027,14710.8645543613
"202","ENSG00000103546","chr16","Near_Lm1",55633913,55733912,"SLC6A2",0,0
"203","ENSG00000103546","chr16","Interior_Repr2",55733913,55833912,"SLC6A2",0,0
"204","ENSG00000104219","chr8","Near_Lm2",16957510,17057509,"ZDHHC2",10430.2139188696,5238.06868455762
"205","ENSG00000104219","chr8","Near_Lm2",17057510,17157509,"ZDHHC2",10430.2139188696,5238.06868455762
"206","ENSG00000104691","chr8","Interior_Act3",30557518,30620840,"UBXN8",1056.73817459036,3515.43277134459
"207","ENSG00000106415","chr7","Interior_Act3",7939632,8039631,"GLCCI1",3973.0413238264,964.954808876104
"208","ENSG00000106415","chr7","Interior_Act3",8042953,8139630,"GLCCI1",3973.0413238264,964.954808876104
"209","ENSG00000106443","chr7","Near_Lm2",10939628,11039627,"PHF14",5414.00221665229,8325.28180314429
"210","ENSG00000106443","chr7","Near_Lm2",11039628,11139627,"PHF14",5414.00221665229,8325.28180314429
"211","ENSG00000106443","chr7","Near_Lm2",11139628,11239627,"PHF14",5414.00221665229,8325.28180314429
"212","ENSG00000106688","chr9","Near_Lm1",4400001,4500000,"SLC1A1",184.448514371255,29.5168460741264
"213","ENSG00000106688","chr9","Near_Lm1",4500001,4600000,"SLC1A1",184.448514371255,29.5168460741264
"214","ENSG00000106772","chr9","Near_Lm1",79214917,79314916,"PRUNE2",33.8767685120884,35.0118369847839
"215","ENSG00000106772","chr9","Near_Lm1",79314917,79414916,"PRUNE2",33.8767685120884,35.0118369847839
"216","ENSG00000106772","chr9","Near_Lm1",79414917,79514916,"PRUNE2",33.8767685120884,35.0118369847839
"217","ENSG00000106772","chr9","Near_Lm1",79514917,79614916,"PRUNE2",33.8767685120884,35.0118369847839
"218","ENSG00000107249","chr9","Near_Lm2",3800001,3900000,"GLIS3",130.194479101641,11.7889249572194
"219","ENSG00000107249","chr9","Near_Lm2",3900001,4000000,"GLIS3",130.194479101641,11.7889249572194
"220","ENSG00000107249","chr9","Near_Lm2",4000001,4100000,"GLIS3",130.194479101641,11.7889249572194
"221","ENSG00000107249","chr9","Near_Lm1",4100001,4200000,"GLIS3",130.194479101641,11.7889249572194
"222","ENSG00000107249","chr9","Near_Lm1",4200001,4300000,"GLIS3",130.194479101641,11.7889249572194
"223","ENSG00000107249","chr9","Near_Lm1",4300001,4400000,"GLIS3",130.194479101641,11.7889249572194
"224","ENSG00000107295","chr9","Lamina",17499999,17599998,"SH3GL2",0,0
"225","ENSG00000107295","chr9","Lamina",17599999,17699998,"SH3GL2",0,0
"226","ENSG00000107295","chr9","Lamina",17699999,17799998,"SH3GL2",0,0
"227","ENSG00000107518","chr10","Near_Lm2",116759760,116855119,"ATRNL1",18.3268305992691,11.4913091183356
"228","ENSG00000107518","chr10","Near_Lm2",116874536,116888590,"ATRNL1",18.3268305992691,11.4913091183356
"229","ENSG00000107518","chr10","Lamina",117030676,117059510,"ATRNL1",18.3268305992691,11.4913091183356
"230","ENSG00000107518","chr10","Lamina",117059511,117159510,"ATRNL1",18.3268305992691,11.4913091183356
"231","ENSG00000107518","chr10","Lamina",117159511,117259510,"ATRNL1",18.3268305992691,11.4913091183356
"232","ENSG00000107518","chr10","Lamina",117259511,117359510,"ATRNL1",18.3268305992691,11.4913091183356
"233","ENSG00000107518","chr10","Interior_Repr1",117290184,117290379,"ATRNL1",18.3268305992691,11.4913091183356
"234","ENSG00000107518","chr10","Lamina",117359511,117459510,"ATRNL1",18.3268305992691,11.4913091183356
"235","ENSG00000107518","chr10","Lamina",117494745,117559511,"ATRNL1",18.3268305992691,11.4913091183356
"236","ENSG00000107518","chr10","Lamina",117559512,117659511,"ATRNL1",18.3268305992691,11.4913091183356
"237","ENSG00000107518","chr10","Near_Lm2",117659512,117759511,"ATRNL1",18.3268305992691,11.4913091183356
"238","ENSG00000108018","chr10","Lamina",108259759,108359758,"SORCS1",0,0
"239","ENSG00000108018","chr10","Near_Lm2",108359759,108459758,"SORCS1",0,0
"240","ENSG00000108018","chr10","Near_Lm2",108459759,108559758,"SORCS1",0,0
"241","ENSG00000108018","chr10","Near_Lm2",108559759,108659758,"SORCS1",0,0
"242","ENSG00000108018","chr10","Near_Lm2",108659759,108759758,"SORCS1",0,0
"243","ENSG00000108018","chr10","Near_Lm2",108759759,108859758,"SORCS1",0,0
"244","ENSG00000108018","chr10","Near_Lm2",108859759,108959758,"SORCS1",0,0
"245","ENSG00000109472","chr4","Near_Lm2",166221153,166321152,"CPE",21.3711470577378,10.2946330260102
"246","ENSG00000109472","chr4","Near_Lm2",166321153,166421152,"CPE",21.3711470577378,10.2946330260102
"247","ENSG00000109861","chr11","Near_Lm2",87933169,88033168,"CTSC",5076.68216727826,12144.2362564773
"248","ENSG00000109861","chr11","Near_Lm2",88033169,88133168,"CTSC",5076.68216727826,12144.2362564773
"249","ENSG00000111058","chr12","Lamina",81293780,81393779,"ACSS3",0,0
"250","ENSG00000111058","chr12","Lamina",81393780,81493779,"ACSS3",0,0
"251","ENSG00000111058","chr12","Lamina",81493780,81593779,"ACSS3",0,0
"252","ENSG00000111058","chr12","Lamina",81593780,81693779,"ACSS3",0,0
"253","ENSG00000111110","chr12","Interior_Act3",62993781,63093780,"PPM1H",37.4404635109947,17.0555193089456
"254","ENSG00000111110","chr12","Interior_Act3",63093781,63193780,"PPM1H",37.4404635109947,17.0555193089456
"255","ENSG00000111110","chr12","Interior_Act3",63193781,63293780,"PPM1H",37.4404635109947,17.0555193089456
"256","ENSG00000111110","chr12","Near_Lm2",63293781,63393780,"PPM1H",37.4404635109947,17.0555193089456
"257","ENSG00000111215","chr12","Near_Lm1",10952600,11052599,"PRR4",321.423751301955,116.535048405771
"258","ENSG00000111215","chr12","Near_Lm1",11052600,11152599,"PRR4",321.423751301955,116.535048405771
"259","ENSG00000111215","chr12","Near_Lm1",11152600,11252599,"PRR4",321.423751301955,116.535048405771
"260","ENSG00000111215","chr12","Near_Lm1",11252600,11331782,"PRR4",321.423751301955,116.535048405771
"261","ENSG00000111906","chr6","Near_Lm2",125521147,125621146,"HDDC2",3494.7153796036,9379.93260422496
"262","ENSG00000111906","chr6","Near_Lm2",125621147,125721146,"HDDC2",3494.7153796036,9379.93260422496
"263","ENSG00000111961","chr6","Near_Lm1",148521137,148621136,"SASH1",173.266368249701,113.94062377654
"264","ENSG00000111961","chr6","Near_Lm1",148621137,148721136,"SASH1",173.266368249701,113.94062377654
"265","ENSG00000111961","chr6","Near_Lm1",148721137,148821136,"SASH1",173.266368249701,113.94062377654
"266","ENSG00000111961","chr6","Near_Lm1",148821137,148921136,"SASH1",173.266368249701,113.94062377654
