"","ensembl_gene_id","chromosome_name","spin","hgnc_symbol","tpm_resting","tpm_activated"
"62","ENSG00000086288","chr7","Near_Lm2","NME8",105.95167087559,0
"63","ENSG00000086289","chr7","Near_Lm2","EPDR1",119.832184011779,588.235183105898
"64","ENSG00000087053","chr11","Interior_Act3","MTMR2",2853.6046660112,9648.4231308254
"65","ENSG00000088538","chr3","Speckle","DOCK3",470.532705975173,316.872922763425
"66","ENSG00000088538","chr3","Interior_Repr1","DOCK3",470.532705975173,316.872922763425
"67","ENSG00000090615","chr12","Speckle","GOLGA3",11905.4226832432,16007.2537678619
"68","ENSG00000090989","chr4","Interior_Act3","EXOC1",11191.5513449744,9264.42397888963
"69","ENSG00000091129","chr7","Interior_Act3","NRCAM",968.749196705962,24.5250864545526
"70","ENSG00000091181","chr3","Near_Lm2","IL5RA",171.490711457636,86.4501617317441
"71","ENSG00000092108","chr14","Interior_Act3","SCFD1",5228.68762078177,7247.56251702794
"72","ENSG00000092978","chr1","Lamina","GPATCH2",2094.99673175146,2020.87892388659
"73","ENSG00000094963","chr1","Near_Lm2","FMO2",1.53095804510625,0
"74","ENSG00000099139","chr9","Near_Lm2","PCSK5",1190.32850863379,185.915101922605
"75","ENSG00000099256","chr10","Interior_Act3","PRTFDC1",358.609426446703,107.453427169521
"76","ENSG00000100505","chr14","Interior_Act3","TRIM9",99.2018832441214,123.236498318308
"77","ENSG00000101542","chr18","Lamina","CDH20",79.595966754191,45.5608339982836
"78","ENSG00000101542","chr18","Near_Lm2","CDH20",79.595966754191,45.5608339982836
"79","ENSG00000101746","chr18","Lamina","NOL4",0,0
"80","ENSG00000101844","chrX","Interior_Act3","ATG4A",2871.61571075528,4766.41557719949
"81","ENSG00000101844","chrX","Near_Lm2","ATG4A",2871.61571075528,4766.41557719949
"82","ENSG00000101911","chrX","Near_Lm2","PRPS2",8154.2423309946,38768.7441314545
"83","ENSG00000101911","chrX","Interior_Act3","PRPS2",8154.2423309946,38768.7441314545
"84","ENSG00000102445","chr13","Interior_Act3","KIAA0226L",294.871775520905,103.578829614407
"85","ENSG00000102580","chr13","Interior_Act3","DNAJC3",10225.3990496027,14710.8645543613
"86","ENSG00000103546","chr16","Near_Lm1","SLC6A2",0,0
"87","ENSG00000103546","chr16","Interior_Repr2","SLC6A2",0,0
"88","ENSG00000104219","chr8","Near_Lm2","ZDHHC2",10430.2139188696,5238.06868455762
"89","ENSG00000104691","chr8","Interior_Act3","UBXN8",1056.73817459036,3515.43277134459
"90","ENSG00000106415","chr7","Interior_Act3","GLCCI1",3973.0413238264,964.954808876104
"91","ENSG00000106443","chr7","Near_Lm2","PHF14",5414.00221665229,8325.28180314429
"92","ENSG00000106688","chr9","Near_Lm1","SLC1A1",184.448514371255,29.5168460741264
"93","ENSG00000106772","chr9","Near_Lm1","PRUNE2",33.8767685120884,35.0118369847839
"94","ENSG00000107249","chr9","Near_Lm2","GLIS3",130.194479101641,11.7889249572194
"95","ENSG00000107249","chr9","Near_Lm1","GLIS3",130.194479101641,11.7889249572194
"96","ENSG00000107295","chr9","Lamina","SH3GL2",0,0
"97","ENSG00000107518","chr10","Near_Lm2","ATRNL1",18.3268305992691,11.4913091183356
"98","ENSG00000107518","chr10","Lamina","ATRNL1",18.3268305992691,11.4913091183356
"99","ENSG00000107518","chr10","Interior_Repr1","ATRNL1",18.3268305992691,11.4913091183356
"100","ENSG00000108018","chr10","Lamina","SORCS1",0,0
"101","ENSG00000108018","chr10","Near_Lm2","SORCS1",0,0
"102","ENSG00000109472","chr4","Near_Lm2","CPE",21.3711470577378,10.2946330260102
"103","ENSG00000109861","chr11","Near_Lm2","CTSC",5076.68216727826,12144.2362564773
"104","ENSG00000111058","chr12","Lamina","ACSS3",0,0
"105","ENSG00000111110","chr12","Interior_Act3","PPM1H",37.4404635109947,17.0555193089456
"106","ENSG00000111110","chr12","Near_Lm2","PPM1H",37.4404635109947,17.0555193089456
"107","ENSG00000111215","chr12","Near_Lm1","PRR4",321.423751301955,116.535048405771
"108","ENSG00000111906","chr6","Near_Lm2","HDDC2",3494.7153796036,9379.93260422496
"109","ENSG00000111961","chr6","Near_Lm1","SASH1",173.266368249701,113.94062377654
"110","ENSG00000112038","chr6","Lamina","OPRM1",0,0
"111","ENSG00000112038","chr6","Near_Lm2","OPRM1",0,0
"112","ENSG00000112186","chr6","Near_Lm1","CAP2",0,0
"113","ENSG00000112249","chr6","Near_Lm2","ASCC3",9401.35428386363,19047.1310622839
"114","ENSG00000112305","chr6","Near_Lm2","SMAP1",1198.04009687112,1291.35046314484
"115","ENSG00000112701","chr6","Near_Lm2","SENP6",10576.6302473991,8868.84089565971
"116","ENSG00000112706","chr6","Near_Lm2","IMPG1",18.0269800542361,2.25704809888917
"117","ENSG00000112706","chr6","Lamina","IMPG1",18.0269800542361,2.25704809888917
"118","ENSG00000113448","chr5","Near_Lm2","PDE4D",4764.53191739803,4179.60726120514
"119","ENSG00000113448","chr5","Lamina","PDE4D",4764.53191739803,4179.60726120514
"120","ENSG00000113594","chr5","Near_Lm1","LIFR",17.0292913318563,6.400239054334
"121","ENSG00000113657","chr5","Lamina","DPYSL3",1.82625573982108,74.6239158748079
"122","ENSG00000113790","chr3","Interior_Act1","EHHADH",337.822736743339,693.393029951694
"123","ENSG00000113971","chr3","Near_Lm1","NPHP3",4700.66609093446,717.946273592646
"124","ENSG00000114279","chr3","Lamina","FGF12",0,3.88207352974039
"125","ENSG00000114279","chr3","Near_Lm2","FGF12",0,3.88207352974039
"126","ENSG00000114541","chr3","Near_Lm1","FRMD4B",978.765041314853,2337.29425686377
"127","ENSG00000114805","chr3","Near_Lm2","PLCH1",9.1599334290932,80.9582678558961
"128","ENSG00000114861","chr3","Near_Lm1","FOXP1",13030.7168791594,8405.58497766575
"129","ENSG00000114861","chr3","Interior_Act3","FOXP1",13030.7168791594,8405.58497766575
"130","ENSG00000115183","chr2","Interior_Act3","TANC1",76.9177203991764,87.8593610962212
"131","ENSG00000115232","chr2","Lamina","ITGA4",29126.6736317069,27463.1634631514
"132","ENSG00000115239","chr2","Near_Lm2","GPR75-ASB3",592.261573997486,298.426362747283
"133","ENSG00000115414","chr2","Interior_Act3","FN1",218.753239580803,159.756771642064
"134","ENSG00000115762","chr2","Interior_Act2","PLEKHB2",9720.30000923149,19153.9169248456
"135","ENSG00000115762","chr2","Interior_Act1","PLEKHB2",9720.30000923149,19153.9169248456
"136","ENSG00000116141","chr1","Near_Lm2","MARK1",13.8552151880735,8.25654674878047
"137","ENSG00000116147","chr1","Near_Lm1","TNR",3.22054304400709,1.95299475670315
"138","ENSG00000116641","chr1","Near_Lm1","DOCK7",1420.02808709454,1230.83063214841
"139","ENSG00000116729","chr1","Near_Lm2","WLS",0,0
"140","ENSG00000116754","chr1","Near_Lm2","SRSF11",23676.6447876562,24888.7202497172
"141","ENSG00000117114","chr1","Lamina","LPHN2",1.68729637865337,6.62696656067357
"142","ENSG00000118276","chr18","Interior_Act3","B4GALT6",115.00445339862,388.704733376546
"143","ENSG00000118307","chr12","Near_Lm1","CASC1",173.825273786943,53.382342544802
"144","ENSG00000118473","chr1","Near_Lm2","SGIP1",3.53085492772628,5.731361323183
"145","ENSG00000118492","chr6","Lamina","ADGB",2.5247580316631,7.17385006275711
"146","ENSG00000118492","chr6","Near_Lm2","ADGB",2.5247580316631,7.17385006275711
"147","ENSG00000118961","chr2","Near_Lm2","C2orf43",3364.30583453836,13046.2046166684
"148","ENSG00000119042","chr2","Near_Lm2","SATB2",5.32516726109421,1.9103827542001
"149","ENSG00000119121","chr9","Near_Lm2","TRPM6",76.7762342044045,35.5098194478738
"150","ENSG00000120159","chr9","Interior_Repr2","CAAP1",4147.91872145036,9908.84785720165
"151","ENSG00000120162","chr9","Near_Lm1","MOB3B",96.101061698346,50.7025430617626
"152","ENSG00000120162","chr9","Interior_Act3","MOB3B",96.101061698346,50.7025430617626
"153","ENSG00000120251","chr4","Lamina","GRIA2",0,0
"154","ENSG00000120616","chr10","Interior_Act3","EPC1",6721.0678861704,2173.67481060532
"155","ENSG00000120616","chr10","Near_Lm1","EPC1",6721.0678861704,2173.67481060532
"156","ENSG00000121335","chr12","Interior_Repr1","PRB2",65.3233319824876,10.6281968402161
"157","ENSG00000121335","chr12","Interior_Repr2","PRB2",65.3233319824876,10.6281968402161
"158","ENSG00000121904","chr1","Interior_Repr1","CSMD2",0,0.524469624203093
"159","ENSG00000122507","chr7","Near_Lm2","BBS9",3418.21217432925,698.04437416664
"160","ENSG00000122507","chr7","Lamina","BBS9",3418.21217432925,698.04437416664
"161","ENSG00000122729","chr9","Near_Lm1","ACO1",2802.07401990307,3217.18168735948
"162","ENSG00000122783","chr7","Near_Lm2","C7orf49",2456.3830777029,3357.62696238542
"163","ENSG00000122787","chr7","Near_Lm1","AKR1D1",2.11498482380831,0
"164","ENSG00000122873","chr10",NA,"CISD1",2602.17204787039,14581.8277260407
"165","ENSG00000123636","chr2","Interior_Act3","BAZ2B",1522.74958649288,535.239257142356
"166","ENSG00000125879","chr20","Near_Lm2","OTOR",0,0
"167","ENSG00000127249","chr3","Near_Lm2","ATP13A4",204.640134197254,105.302623827451
"168","ENSG00000127947","chr7","Interior_Act3","PTPN12",1712.49060539465,545.580992197144
"169","ENSG00000128512","chr7","Near_Lm2","DOCK4",116.492401218685,35.7812350817604
"170","ENSG00000128513","chr7","Near_Lm2","POT1",4738.250563557,6632.55256036808
"171","ENSG00000128655","chr2","Interior_Act3","PDE11A",0,0.761525865771606
"172","ENSG00000128655","chr2","Near_Lm2","PDE11A",0,0.761525865771606
"173","ENSG00000129521","chr14","Interior_Act3","EGLN3",511.421254103099,325.807277695552
"174","ENSG00000129521","chr14","Near_Lm1","EGLN3",511.421254103099,325.807277695552
"175","ENSG00000129521","chr14","Interior_Repr2","EGLN3",511.421254103099,325.807277695552
"176","ENSG00000130413","chr11","Near_Lm1","STK33",39.9110534885828,296.445396393084
"177","ENSG00000131018","chr6","Lamina","SYNE1",6870.69259845503,1226.14855043102
"178","ENSG00000131115","chr19","Interior_Repr1","ZNF227",4409.12019205609,2150.76174392869
"179","ENSG00000131848","chr19","Speckle","ZSCAN5A",368.951643185619,853.259508107466
"180","ENSG00000131848","chr19","Interior_Repr1","ZSCAN5A",368.951643185619,853.259508107466
"181","ENSG00000131951","chr14","Near_Lm2","LRRC9",48.8184892546405,3.93791840115212
"182","ENSG00000132256","chr11","Interior_Repr1","TRIM5",4949.32485275386,3034.1938182868
"183","ENSG00000132549","chr8","Interior_Repr2","VPS13B",7673.97970705898,2571.42447280314
"184","ENSG00000132549","chr8","Near_Lm1","VPS13B",7673.97970705898,2571.42447280314
"185","ENSG00000132874","chr18","Near_Lm2","SLC14A2",13.3277807896124,7.60398260807122
"186","ENSG00000132874","chr18","Near_Lm1","SLC14A2",13.3277807896124,7.60398260807122
"187","ENSG00000133019","chr1","Lamina","CHRM3",45.880541330075,37.5946027577619
"188","ENSG00000133083","chr13","Near_Lm2","DCLK1",0,0
"189","ENSG00000133103","chr13","Near_Lm1","COG6",3121.29496113767,2656.71006806757
"190","ENSG00000133116","chr13","Near_Lm1","KL",103.98505345449,187.633498862521
"191","ENSG00000133773","chr12","Lamina","CCDC59",6853.8062846135,12449.6882557263
"192","ENSG00000133958","chr14","Near_Lm1","UNC79",12.1510853644263,4.6081043888363
"193","ENSG00000134371","chr1","Near_Lm2","CDC73",7048.91479059331,7353.82856416269
"194","ENSG00000135077","chr5","Near_Lm2","HAVCR2",1015.37241344743,4982.83640857549
"195","ENSG00000135655","chr12","Near_Lm2","USP15",14377.5731018305,14388.231009666
"196","ENSG00000135655","chr12","Interior_Act3","USP15",14377.5731018305,14388.231009666
"197","ENSG00000135903","chr2","Lamina","PAX3",2.06165491979665,0
"198","ENSG00000136273","chr7","Near_Lm1","HUS1",6158.46201479187,5686.57097466462
"199","ENSG00000136531","chr2","Lamina","SCN2A",4.02098453423801,2.66894866571476
"200","ENSG00000136770","chr10","Interior_Act3","DNAJC1",4285.40111407543,5406.33273544201
"201","ENSG00000137038","chr9","Lamina","TMEM261",10505.7192779566,11747.1188794789
"202","ENSG00000137634","chr11","Near_Lm2","NXPE4",24.9570249723761,0
"203","ENSG00000137673","chr11","Near_Lm2","MMP7",0,16.3883775642075
"204","ENSG00000137767","chr15","Near_Lm2","SQRDL",3881.15784815573,14892.9827180978
"205","ENSG00000137872","chr15","Near_Lm2","SEMA6D",0,0
"206","ENSG00000137944","chr1","Near_Lm2","CCBL2",6908.27812231508,14573.835994241
"207","ENSG00000138109","chr10","Interior_Repr1","CYP2C9",0,3.76035044470064
"208","ENSG00000138378","chr2","Near_Lm2","STAT4",21995.7550832842,10775.4301899749
"209","ENSG00000138411","chr2","Near_Lm2","HECW2",39.0477358030307,186.300889553741
"210","ENSG00000138411","chr2","Interior_Act3","HECW2",39.0477358030307,186.300889553741
"211","ENSG00000138587","chr15","Near_Lm1","MNS1",98.6707153679508,93.1832152713158
"212","ENSG00000138670","chr4","Near_Lm2","RASGEF1B",1648.01293595574,160.42098039093
"213","ENSG00000138670","chr4","Near_Lm1","RASGEF1B",1648.01293595574,160.42098039093
"214","ENSG00000138678","chr4","Interior_Act3","AGPAT9",1608.81412611384,1506.20148773114
"215","ENSG00000138678","chr4","Near_Lm2","AGPAT9",1608.81412611384,1506.20148773114
"216","ENSG00000138709","chr4","Interior_Act3","LARP1B",1884.98759765287,4490.01470156647
"217","ENSG00000138738","chr4","Lamina","PRDM5",63.1052013122556,13.1200118290802
"218","ENSG00000138829","chr5","Near_Lm2","FBN2",1.71528822093787,0
"219","ENSG00000138829","chr5","Lamina","FBN2",1.71528822093787,0
"220","ENSG00000139144","chr12","Lamina","PIK3C2G",0,0
"221","ENSG00000139144","chr12","Near_Lm2","PIK3C2G",0,0
"222","ENSG00000139154","chr12","Near_Lm2","AEBP2",5546.70113211497,8192.18649845344
"223","ENSG00000139174","chr12","Interior_Act3","PRICKLE1",88.5197852097556,13.6511612611503
"224","ENSG00000139174","chr12","Near_Lm2","PRICKLE1",88.5197852097556,13.6511612611503
"225","ENSG00000139220","chr12","Lamina","PPFIA2",0,0
"226","ENSG00000139734","chr13","Near_Lm2","DIAPH3",43.3033094639,9135.18936066904
"227","ENSG00000139734","chr13","Interior_Act3","DIAPH3",43.3033094639,9135.18936066904
"228","ENSG00000139865","chr14","Near_Lm2","TTC6",0,0
"229","ENSG00000139865","chr14","Lamina","TTC6",0,0
"230","ENSG00000139970","chr14","Near_Lm2","RTN1",10.7172960930981,6.74310652940076
"231","ENSG00000140015","chr14","Lamina","KCNH5",0,0
"232","ENSG00000140015","chr14","Near_Lm2","KCNH5",0,0
"233","ENSG00000140563","chr15","Lamina","MCTP2",1781.91667502064,1436.51945303773
"234","ENSG00000140600","chr15","Interior_Repr1","SH3GL3",0,6.22479162073288
"235","ENSG00000141447","chr18","Near_Lm1","OSBPL1A",348.934854380173,206.00426882982
"236","ENSG00000141449","chr18","Near_Lm1","GREB1L",361.740758166366,56.5982136546708
"237","ENSG00000142065","chr19","Interior_Repr1","ZFP14",6562.87146491396,935.991369363993
"238","ENSG00000142698","chr1","Interior_Repr1","C1orf94",0,0
"239","ENSG00000142875","chr1","Near_Lm2","PRKACB",29300.5161958606,10488.5683046238
"240","ENSG00000143473","chr1","Near_Lm2","KCNH1",30.4155092992271,0
"241","ENSG00000143507","chr1","Near_Lm2","DUSP10",1229.98920898766,5379.98839410209
"242","ENSG00000144036","chr2","Near_Lm1","EXOC6B",1633.68862407652,723.078413699937
"243","ENSG00000144214","chr2","Interior_Repr2","LYG1",1779.69416376038,329.263340598114
"244","ENSG00000144229","chr2","Lamina","THSD7B",1.9348264004848,1.68832060782478
"245","ENSG00000144278","chr2","Lamina","GALNT13",2.3395408509657,23.0613964597743
"246","ENSG00000144283","chr2","Interior_Act3","PKP4",3401.6588985723,4735.0335380798
"247","ENSG00000144290","chr2","Near_Lm2","SLC4A10",198.698921016201,354.576954403562
"248","ENSG00000144290","chr2","Lamina","SLC4A10",198.698921016201,354.576954403562
"249","ENSG00000144724","chr3","Near_Lm1","PTPRG",8.59294865465121,10.7071201231143
"250","ENSG00000145012","chr3","Near_Lm2","LPP",1075.41108538446,1248.51293547143
"251","ENSG00000145012","chr3","Lamina","LPP",1075.41108538446,1248.51293547143
"252","ENSG00000145075","chr3","Lamina","CCDC39",1746.09580198767,442.053069341084
"253","ENSG00000145075","chr3","Near_Lm2","CCDC39",1746.09580198767,442.053069341084
"254","ENSG00000145216","chr4","Interior_Act3","FIP1L1",5742.57424405564,9193.90075535368
"255","ENSG00000145216","chr4","Near_Lm1","FIP1L1",5742.57424405564,9193.90075535368
"256","ENSG00000145349","chr4","Lamina","CAMK2D",7880.16611175237,9282.66166788833
"257","ENSG00000145416","chr4","Near_Lm2","MARCH1",1028.98621151792,515.49441563876
"258","ENSG00000145416","chr4","Lamina","MARCH1",1028.98621151792,515.49441563876
"259","ENSG00000145526","chr5","Lamina","CDH18",0,0
"260","ENSG00000145555","chr5","Near_Lm1","MYO10",34.131216375672,51.2018356015791
"261","ENSG00000145850","chr5","Near_Lm2","TIMD4",2251.34695578904,2635.89397834482
"262","ENSG00000145934","chr5","Lamina","TENM2",1.4531192147591,1.25457228864665
"263","ENSG00000145934","chr5","Near_Lm2","TENM2",1.4531192147591,1.25457228864665
"264","ENSG00000145996","chr6","Interior_Act3","CDKAL1",5365.35535687564,7534.45318143968
"265","ENSG00000146555","chr7","Interior_Repr1","SDK1",22.9346668912315,38.9354839308063
"266","ENSG00000146555","chr7","Interior_Repr2","SDK1",22.9346668912315,38.9354839308063
"267","ENSG00000146859","chr7","Near_Lm2","TMEM140",7778.7695826651,6190.31246631772
"268","ENSG00000146938","chrX","Lamina","NLGN4X",7.2668612142881,10.5668537160247
"269","ENSG00000147257","chrX","Near_Lm1","GPC3",38.4045008823163,72.3843477465372
"270","ENSG00000147614","chr8","Interior_Act3","ATP6V0D2",0,3.79283187711334
"271","ENSG00000147614","chr8","Near_Lm2","ATP6V0D2",0,3.79283187711334
"272","ENSG00000147655","chr8","Lamina","RSPO2",0,2.74962041187648
"273","ENSG00000147697","chr8","Interior_Act3","GSDMC",0,0
"274","ENSG00000148481","chr10","Near_Lm1","FAM188A",7611.8321733286,4715.3917165032
"275","ENSG00000148482","chr10","Near_Lm1","SLC39A12",0,0
"276","ENSG00000148484","chr10","Near_Lm1","RSU1",7894.07351485472,10562.7515090933
"277","ENSG00000150054","chr10","Near_Lm1","MPP7",6925.18972155812,3291.49481501483
"278","ENSG00000150275","chr10","Lamina","PCDH15",1.01916258089773,0
"279","ENSG00000150394","chr16","Lamina","CDH8",1.67306847242931,0
"280","ENSG00000150477","chr18","Near_Lm2","KIAA1328",801.134131679279,502.122806083723
"281","ENSG00000150672","chr11","Near_Lm2","DLG2",147.129248382833,38.1965245105244
"282","ENSG00000150672","chr11","Lamina","DLG2",147.129248382833,38.1965245105244
"283","ENSG00000150687","chr11","Interior_Act3","PRSS23",139.316087373213,45.0778667670591
"284","ENSG00000151150","chr10","Interior_Act3","ANK3",2240.51327935042,1275.17925966392
"285","ENSG00000151150","chr10","Near_Lm2","ANK3",2240.51327935042,1275.17925966392
"286","ENSG00000151276","chr3","Near_Lm1","MAGI1",0.561659488283601,4.18328757740603
"287","ENSG00000151276","chr3","Interior_Act3","MAGI1",0.561659488283601,4.18328757740603
"288","ENSG00000151304","chr5","Near_Lm2","SRFBP1",5155.06502348967,11771.8240829709
"289","ENSG00000151376","chr11","Interior_Act3","ME3",811.526271090486,373.687408118132
"290","ENSG00000151575","chr15","Near_Lm1","TEX9",116.061053789971,56.1829372682096
"291","ENSG00000151577","chr3","Near_Lm2","DRD3",51.7722330367801,18.6602570888313
"292","ENSG00000151631","chr10","Interior_Repr1","AKR1C6P",298.63514796635,48.9762563042677
"293","ENSG00000151914","chr6","Near_Lm2","DST",569.322226166169,263.734564757925
"294","ENSG00000151914","chr6","Interior_Act3","DST",569.322226166169,263.734564757925
"295","ENSG00000152049","chr2","Near_Lm2","KCNE4",0,0
"296","ENSG00000152061","chr1","Near_Lm1","RABGAP1L",8156.2091634938,2381.93046539404
"297","ENSG00000152061","chr1","Interior_Act3","RABGAP1L",8156.2091634938,2381.93046539404
"298","ENSG00000152208","chr4","Lamina","GRID2",0,0
"299","ENSG00000152253","chr2","Interior_Act3","SPC25",30.5011163734208,5554.93453952719
"300","ENSG00000152254","chr2","Interior_Act3","G6PC2",0,0
"301","ENSG00000152818","chr6","Near_Lm2","UTRN",24729.2203668383,3103.73349925679
"302","ENSG00000152818","chr6","Lamina","UTRN",24729.2203668383,3103.73349925679
"303","ENSG00000152822","chr6","Near_Lm2","GRM1",4.31065754287038,1.91066943024776
"304","ENSG00000152822","chr6","Lamina","GRM1",4.31065754287038,1.91066943024776
"305","ENSG00000152952","chr3","Lamina","PLOD2",9.55863713079849,44.6029969766775
"306","ENSG00000152977","chr3","Near_Lm2","ZIC1",0,0
"307","ENSG00000152977","chr3","Lamina","ZIC1",0,0
"308","ENSG00000153015","chr5","Near_Lm2","CWC27",3224.62740092104,7725.79959577927
"309","ENSG00000153064","chr4","Lamina","BANK1",976.67634924983,134.581746213347
"310","ENSG00000153113","chr5","Near_Lm2","CAST",7012.87135528709,4283.02740970163
"311","ENSG00000153113","chr5","Interior_Act3","CAST",7012.87135528709,4283.02740970163
"312","ENSG00000153233","chr12","Interior_Act3","PTPRR",1.27219915597804,0
"313","ENSG00000153233","chr12","Near_Lm2","PTPRR",1.27219915597804,0
"314","ENSG00000153707","chr9","Lamina","PTPRD",2.55726942228811,5.5484287924221
"315","ENSG00000153904","chr1","Near_Lm2","DDAH1",14.6802902302073,13.4599197575487
"316","ENSG00000153956","chr7","Lamina","CACNA2D1",0,0
"317","ENSG00000154027","chr1","Near_Lm2","AK5",4522.29983490151,246.675920052065
"318","ENSG00000154143","chr11","Near_Lm2","PANX3",17.5024543632485,0
"319","ENSG00000154162","chr5","Lamina","CDH12",1.10351687922387,0
"320","ENSG00000154274","chr4","Near_Lm2","C4orf19",150.398033853321,45.5534064224191
"321","ENSG00000154274","chr4","Near_Lm1","C4orf19",150.398033853321,45.5534064224191
"322","ENSG00000154447","chr4","Near_Lm2","SH3RF1",16.5412736387058,195.555016278823
"323","ENSG00000154639","chr21","Near_Lm2","CXADR",150.580288355321,108.514690084153
